?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03316867>	"pasteurized process pimento cheese"@en
<http://purl.obolibrary.org/obo/FOODON_03412426>	"freshwater bass as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_40255>	"Modiolus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_55140>	"Squatinidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400700>	"10  vegetable oils (efg)"@en
<http://purl.obolibrary.org/obo/FOODON_03306274>	"mango (not further specified)"@en
<http://purl.obolibrary.org/obo/FOODON_03308341>	"lobster tail (cuban, raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8236>	"Thunnus albacares"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306050>	"black walnut (whole and pieces, raw)"@en
<http://purl.obolibrary.org/obo/PATO_0001715>	"decreased diameter"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302485>	"breadstick"@en
<http://purl.obolibrary.org/obo/NCBITaxon_species>	"species"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001689>	"cassava flour food product"@en
<http://purl.obolibrary.org/obo/FOODON_03301816>	"chocolate milk (whole)"@en
<http://purl.obolibrary.org/obo/FOODON_03317301>	"loaf (nonspecific)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_490311>	"Brachydeuterus auritus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001110>	"donkey dairy food product"@en
<http://purl.obolibrary.org/obo/FOODON_03305643>	"corn meal (yellow, degerminated)"@en
<http://purl.obolibrary.org/obo/GAZ_00002639>	"Scotland"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001045>	"ice cream food product"@en
<http://purl.obolibrary.org/obo/FOODON_03490344>	"paperboard container, surface treated outside"@en
<http://purl.obolibrary.org/obo/FOODON_03310758>	"raisin (dried)"@en
<http://purl.obolibrary.org/obo/FOODON_00001153>	"cucumis melo fruit food product"@en
<http://purl.obolibrary.org/obo/FOODON_03302092>	"beef fat"@en
<http://purl.obolibrary.org/obo/FOODON_03315647>	"gelatin"@en
<http://purl.obolibrary.org/obo/FOODON_00001922>	"grape based alcoholic beverage"@en
<http://purl.obolibrary.org/obo/FOODON_03412353>	"japanese scallop as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_37997>	"homopolymer macromolecule"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_28260>	"galactose"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_4194>	"D-hexose"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315883>	"poultry meat"@en
<http://purl.obolibrary.org/obo/FOODON_03309539>	"skim milk (low sodium)"@en
<http://purl.obolibrary.org/obo/FOODON_03315815>	"flour (white, vitamin b enriched)"@en
<http://purl.obolibrary.org/obo/FOODON_03414503>	"hedge mustard plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311664>	"lamb (roasted)"@en
<http://purl.obolibrary.org/obo/FOODON_03414214>	"mandarin lime plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03450006>	"broiling or grilling"@en
<http://purl.obolibrary.org/obo/NCBITaxon_490591>	"Metanephrops formosanus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316428>	"sweets"@en
<http://purl.obolibrary.org/obo/FOODON_03316905>	"prune"@en
<http://purl.obolibrary.org/obo/FOODON_03316188>	"jellying fruit extract"@en
<http://purl.obolibrary.org/obo/FOODON_03317469>	"fruit porridge"@en
<http://purl.obolibrary.org/obo/FOODON_03309047>	"catfish fillet (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03311848>	"malt beverage (fruit flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_03413498>	"european smelt as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413868>	"swamp minnow as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03312030>	"rice baked"@en
<http://purl.obolibrary.org/obo/FOODON_03307426>	"sardine in oil"@en
<http://purl.obolibrary.org/obo/FOODON_03411386>	"wintergreen plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03420264>	"bark"@en
<http://purl.obolibrary.org/obo/FOODON_03400405>	"emulsion stabilizer (codex)"@en
<http://purl.obolibrary.org/obo/FOODON_03301844>	"garlic powder"@en
<http://purl.obolibrary.org/obo/FOODON_03411829>	"barracuda family as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_58327>	"Rhodeus sericeus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03460159>	"mineral added"@en
<http://purl.obolibrary.org/obo/FOODON_03311462>	"tomato paste (powdered, dehydrated, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03311312>	"shad smoked using hot-smoking nitrite-treated"@en
<http://purl.obolibrary.org/obo/FOODON_03305044>	"pudding (instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03412117>	"white lepiota as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03316321>	"shellfish product (marinated)"@en
<http://purl.obolibrary.org/obo/FOODON_03411163>	"palaemonid shrimp family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03307685>	"iced tea (lemon-flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_00002319>	"trout food product"@en
<http://purl.obolibrary.org/obo/FOODON_03316333>	"margarine half-fat"@en
<http://purl.obolibrary.org/obo/FOODON_03312070>	"cottonseed oil genetically modified"@en
<http://purl.obolibrary.org/obo/FOODON_03310856>	"mustard seed raw"@en
<http://purl.obolibrary.org/obo/FOODON_03309596>	"summer squash (yellow, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03413914>	"croceine croaker as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311731>	"impastata cheese"@en
<http://purl.obolibrary.org/obo/FOODON_03470156>	"preservation by adding antibiotics"@en
<http://purl.obolibrary.org/obo/FOODON_03308338>	"india sardine (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412444>	"neem plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Labeo rohita"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305417>	"chocolate cake"@en
<http://purl.obolibrary.org/obo/FOODON_03302335>	"butter and egg bread (artificially colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03414297>	"sooty shearwater as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301487>	"marjoram (crushed)"@en
<http://purl.obolibrary.org/obo/FOODON_03316943>	"meal replacement food"@en
<http://purl.obolibrary.org/obo/FOODON_03307050>	"pilchard chunk-style packed in water canned"@en
<http://purl.obolibrary.org/obo/FOODON_00002225>	"saurel food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400185>	"uncured cheese (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03304711>	"vinegar and oil dressing"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9632>	"Ursidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00002948>	"Andorra"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301200>	"apricot (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03401206>	"sports food"@en
<http://purl.obolibrary.org/obo/FOODON_03306715>	"fruit (canned, artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03520495>	"mild climatic zone"@en
<http://purl.obolibrary.org/obo/FOODON_03310190>	"pine nut extract"@en
<http://purl.obolibrary.org/obo/FOODON_03412015>	"mexican ground cherry plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_129912>	"Syngnathiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317504>	"mostarda di frutta"@en
<http://purl.obolibrary.org/obo/FOODON_03304102>	"sesame chip"@en
<http://purl.obolibrary.org/obo/FOODON_00002000>	"lima bean (vegetable) food product"@en
<http://purl.obolibrary.org/obo/FOODON_03315508>	"gruel or porridge for infants and young children"@en
<http://purl.obolibrary.org/obo/FOODON_03304207>	"cream of lobster soup"@en
<http://purl.obolibrary.org/obo/FOODON_03401004>	"10000007 - nuts/seeds - unprepared/unprocessed (perishable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03309318>	"whitefish fillet (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306482>	"buffalo jerky"@en
<http://purl.obolibrary.org/obo/FOODON_03307844>	"hamburger pattie (raw, with cheese spread on bun, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03307858>	"tea (with maltodextrin, instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03306090>	"horchata chufa"@en
<http://purl.obolibrary.org/obo/FOODON_03400195>	"malt beverage (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03310638>	"noodle (egg, dough)"@en
<http://purl.obolibrary.org/obo/FOODON_00001230>	"mustard food product (sensu condiment)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_349649>	"Auxis rochei rochei"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_8229>	"Sarda"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304196>	"soup cube"@en
<http://purl.obolibrary.org/obo/FOODON_00001906>	"glaze food product"@en
<http://purl.obolibrary.org/obo/FOODON_03305386>	"popsicle (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_00001703>	"cauliflower vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03411442>	"red hake as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03304282>	"breakfast (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03302536>	"butter (sweet)"@en
<http://purl.obolibrary.org/obo/FOODON_03311356>	"pole bean (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03304783>	"iced tea mix (lime-flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_03412107>	"sea urchin as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00001621>	"atlantic halibut food product"@en
<http://purl.obolibrary.org/obo/FOODON_03414211>	"elderberry plant"@en
<http://purl.obolibrary.org/obo/FOODON_03302824>	"chocolate fudge cookie"@en
<http://purl.obolibrary.org/obo/CHEBI_22727>	"benzopyran"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00007192>	"Wallis and Futuna islands"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400743>	"038 - poultry, edible offal of (po) (ccpr)"@en
<http://purl.obolibrary.org/obo/CHEBI_81716>	"Calcium propionate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306817>	"field peas (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03315915>	"dessert (fruit-flavored)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3394>	"Cycadaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411089>	"red snapper as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_33694>	"biomacromolecule"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303348>	"clam chowder"@en
<http://purl.obolibrary.org/obo/CHEBI_9679>	"tricalcium bis(phosphate)"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303520>	"red kidney bean (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03411657>	"surinam cherry plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400180>	"soup, thick (us cfr)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6565>	"Crassostrea virginica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03414232>	"trapp avocado plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413557>	"gulf stone crab as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317677>	"flour confectionery (sugar coated)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_39089>	"Phoca groenlandica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412278>	"european john dory as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315218>	"peas in pod (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03311897>	"baumkuchen"@en
<http://purl.obolibrary.org/obo/FOODON_03400404>	"emulsifier (codex)"@en
<http://purl.obolibrary.org/obo/FOODON_03414534>	"hon-shimeji as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411422>	"sheepshead as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510125>	"tooth decay-related claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03317419>	"pasta (fresh)"@en
<http://purl.obolibrary.org/obo/CHEBI_24833>	"oxoacid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310780>	"whole milk 3.5% fat"@en
<http://purl.obolibrary.org/obo/FOODON_03411453>	"butternut plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315481>	"spring roll pastry case"@en
<http://purl.obolibrary.org/obo/FOODON_03414154>	"american bison as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_84997>	"sodium gluconate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308871>	"queen snapper (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03307758>	"cheese cracker sandwich (peanut butter-filled)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_335034>	"Mustelus lenticulatus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03420198>	"pectin"@en
<http://purl.obolibrary.org/obo/FOODON_03306209>	"margarine (soft)"@en
<http://purl.obolibrary.org/obo/FOODON_03310468>	"yogurt (lowfat, sweetened with aspartame)"@en
<http://purl.obolibrary.org/obo/FOODON_03306108>	"lingonberry preserves"@en
<http://purl.obolibrary.org/obo/FOODON_03317173>	"shellfish (cooked)"@en
<http://purl.obolibrary.org/obo/FOODON_03301310>	"onion ring (breaded, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03411271>	"bamboo plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414368>	"muscovy duck as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03308638>	"pollock and deep sea crab blend"@en
<http://purl.obolibrary.org/obo/CHEBI_48154>	"sulfur oxide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_215450>	"Decapodiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303836>	"butter oil (hydrogenated)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_13451>	"Corylus avellana"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412863>	"meagre as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412298>	"manta family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317630>	"veal steak (fabricated)"@en
<http://purl.obolibrary.org/obo/FOODON_03310742>	"cacao bean (raw)"@en
<http://purl.obolibrary.org/obo/CHEBI_26562>	"ribose phosphate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00002099>	"peanut food product"@en
<http://purl.obolibrary.org/obo/FOODON_03304902>	"wax chewing gum product"@en
<http://purl.obolibrary.org/obo/FOODON_03315245>	"sugar cane juice raw"@en
<http://purl.obolibrary.org/obo/FOODON_03304869>	"sunflower seed (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03400934>	"10000069 - baking/cooking supplies (perishable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03413609>	"southern rock lobster as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400835>	"sugar or sugar product (eurofir)"@en
<http://purl.obolibrary.org/obo/FOODON_03301027>	"honey extract"@en
<http://purl.obolibrary.org/obo/FOODON_03316225>	"product intended for particular nutritional uses"@en
<http://purl.obolibrary.org/obo/FOODON_03317042>	"milk-derivative-based preparations (desserts and similar products) with no added sugar"@en
<http://purl.obolibrary.org/obo/FOODON_03530182>	"fat content > 5%"@en
<http://purl.obolibrary.org/obo/FOODON_03411134>	"animal (mammal) as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03304160>	"broth mix (instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03308928>	"mullet (smoked)"@en
<http://purl.obolibrary.org/obo/FOODON_03420237>	"floret or flower"@en
<http://purl.obolibrary.org/obo/FOODON_03309649>	"cod (semiboneless fillet, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03309707>	"potato meal"@en
<http://purl.obolibrary.org/obo/FOODON_03414171>	"south polar fungus"@en
<http://purl.obolibrary.org/obo/FOODON_03315295>	"catsup"@en
<http://purl.obolibrary.org/obo/FOODON_03306109>	"cranberry preserves (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03304270>	"apple wine (sparkling)"@en
<http://purl.obolibrary.org/obo/FOODON_03303624>	"tom collins"@en
<http://purl.obolibrary.org/obo/FOODON_03304373>	"date and carob fruit and nut mix (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_224706>	"Brevoortia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304048>	"sauce chasseur"@en
<http://purl.obolibrary.org/obo/FOODON_03412174>	"gafftopsail catfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510191>	"infant consumer, 6 - 12 months"@en
<http://purl.obolibrary.org/obo/FOODON_03302564>	"ice cream bar"@en
<http://purl.obolibrary.org/obo/CHEBI_36294>	"hexacyanoferrate(4-) salt"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412282>	"school shark (deprecated)"@en
<http://purl.obolibrary.org/obo/FOODON_03317335>	"beef (chopped)"@en
<http://purl.obolibrary.org/obo/FOODON_03413846>	"round herring as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317660>	"vitamin oils and concentration containing less than 100,000 i.u. of vitamin a per gram"@en
<http://purl.obolibrary.org/obo/FOODON_03414457>	"cupuaçu plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03316042>	"salad"@en
<http://purl.obolibrary.org/obo/FOODON_03302071>	"green kidney bean (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03304832>	"dill seed"@en
<http://purl.obolibrary.org/obo/FOODON_03414220>	"galia melon plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_27767>	"Gempylidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412117>	"white lepiota"@en
<http://purl.obolibrary.org/obo/NCBITaxon_103762>	"Zizania palustris"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03309823>	"shrimp paste"@en
<http://purl.obolibrary.org/obo/CHEBI_33752>	"hexonic acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00004428>	"State of New Hampshire"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03520360>	"europe, nordic countries"@en
<http://purl.obolibrary.org/obo/FOODON_03307074>	"bitter lemon drink"@en
<http://purl.obolibrary.org/obo/FOODON_03490356>	"laminate paper coextruded with plastic"@en
<http://purl.obolibrary.org/obo/FOODON_03310672>	"breakfast cereal (ready-to-eat, colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03412022>	"inky cap mushroom"@en
<http://purl.obolibrary.org/obo/FOODON_03316454>	"beverage containing caffeine"@en
<http://purl.obolibrary.org/obo/FOODON_03304325>	"apple beverage syrup (vermont red apple variety)"@en
<http://purl.obolibrary.org/obo/FOODON_03306167>	"grapefruit juice (artificially sweetened, frozen concentrate)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9103>	"Meleagris gallopavo"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412857>	"dentex as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315855>	"cocktail beverage (alcoholic)"@en
<http://purl.obolibrary.org/obo/FOODON_03470153>	"preservation by adding spices or extracts"@en
<http://purl.obolibrary.org/obo/NCBITaxon_171251>	"Citrus medica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_75099>	"Rubus ulmifolius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412913>	"unicorn rattail as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03530199>	"fat content > 80%, < 25% pufa"@en
<http://purl.obolibrary.org/obo/FOODON_03310487>	"pyracantha berry (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03311159>	"bone meal used in animal feed"@en
<http://purl.obolibrary.org/obo/FOODON_03306771>	"orange marmalade-flavored pie filling"@en
<http://purl.obolibrary.org/obo/FOODON_00001019>	"wort food product"@en
<http://purl.obolibrary.org/obo/FOODON_03301096>	"shad (cured, smoked)"@en
<http://purl.obolibrary.org/obo/FOODON_03303760>	"mint candy"@en
<http://purl.obolibrary.org/obo/FOODON_00001154>	"citrullus lanatus fruit food product"@en
<http://purl.obolibrary.org/obo/FOODON_03412704>	"sea lamprey as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317258>	"baltic herring filet fully preserved"@en
<http://purl.obolibrary.org/obo/FOODON_03307734>	"angel food cake"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3646>	"Malpighiales"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_112001>	"Zea mays subsp. huehuetenangensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ebi.ac.uk/ancestro/ancestro_0375>	"Maltese"@en
<http://purl.obolibrary.org/obo/FOODON_03301661>	"soup (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03490364>	"polyester container"@en
<http://purl.obolibrary.org/obo/FOODON_03306112>	"lingonberry (sugared)"@en
<http://purl.obolibrary.org/obo/CHEBI_36357>	"polyatomic entity"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307668>	"tortilla"@en
<http://purl.obolibrary.org/obo/FOODON_03401217>	"partially skimmed cheese (codex)"@en
<http://purl.obolibrary.org/obo/CHEBI_46761>	"dipeptide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400143>	"fruit or fruit product (us cfr)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_58860>	"Tamarindus indica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310428>	"gardiniera (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_680237>	"Crescentia alata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_59698>	"phosphoric acids"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303552>	"green bean (french-style)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_4618>	"Zingiberales"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03470173>	"preservation by storage in inert atmosphere"@en
<http://purl.obolibrary.org/obo/FOODON_03311389>	"pizza frozen"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0519>	"South African"@en
<http://purl.obolibrary.org/obo/FOODON_00001907>	"gluton refined food product"@en
<http://purl.obolibrary.org/obo/FOODON_03411404>	"cucumber plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317117>	"animal and vegetable fat and oil mixture"@en
<http://purl.obolibrary.org/obo/FOODON_03310907>	"soup, not further specified (deprecated)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6780>	"Menippe"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_42345>	"Phoenix dactylifera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308504>	"imitation wild cherry beverage syrup"@en
<http://purl.obolibrary.org/obo/FOODON_03302757>	"soybean meal"@en
<http://purl.obolibrary.org/obo/FOODON_03411919>	"catjang bean plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413371>	"silver bream as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305510>	"tangelo (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03311762>	"strawberry sherbert"@en
<http://purl.obolibrary.org/obo/FOODON_03460206>	"food alkalization process"@en
<http://purl.obolibrary.org/obo/FOODON_03414176>	"shimeji mushroom as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306850>	"potato flakes (dehydrated)"@en
<http://purl.obolibrary.org/obo/FOODON_03413838>	"japanese anchovy as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305570>	"ham (boneless, skinless, canned)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0475>	"Palauan"@en
<http://purl.obolibrary.org/obo/FOODON_03530249>	"tetrodotoxic poisoning"@en
<http://purl.obolibrary.org/obo/FOODON_03317188>	"carbonated drink starter and base substances"@en
<http://purl.obolibrary.org/obo/FOODON_03309623>	"dromia-eliza snow crab (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03490259>	"metal gasket"@en
<http://purl.obolibrary.org/obo/FOODON_00000071>	"food cutting process"@en
<http://purl.obolibrary.org/obo/FOODON_03401277>	"0700 sausages and luncheon meats (usda sr)"@en
<http://purl.obolibrary.org/obo/FOODON_03306679>	"lemon pie"@en
<http://purl.obolibrary.org/obo/FOODON_03412937>	"cultivated mushroom as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_2763>	"Rhodophyta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001928>	"grape vinegar food product"@en
<http://purl.obolibrary.org/obo/FOODON_03315943>	"perry"@en
<http://purl.obolibrary.org/obo/FOODON_03308245>	"deep sea cray (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306236>	"flavoring (natural)"@en
<http://purl.obolibrary.org/obo/FOODON_03303537>	"port salut cheese"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0545>	"Rwandan"@en
<http://purl.obolibrary.org/obo/FOODON_03316853>	"colby cheese (for manufacturing)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_39304>	"Erignathus barbatus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305241>	"strawberry in syrup (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_00001274>	"egg food product"@en
<http://purl.obolibrary.org/obo/FOODON_03414282>	"mallows plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03490426>	"peel-off lid"@en
<http://purl.obolibrary.org/obo/FOODON_03306996>	"apricot spread (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03411816>	"wolffish family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412502>	"algae, green as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_13492>	"Diospyros"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412372>	"ricefish family as food source"@en
